,train,val,iou
39,0.7934848029485462,0.7968827540224249,0.6870174882366217
40,0.7968959271129226,0.806006293405186,0.6813313071693208
41,0.7910276775090199,0.805668131871657,0.6927328656972984
42,0.7873365065875005,0.828175588087602,0.6817740418619933
43,0.7892791767251854,0.8040535287423567,0.6796028846155147
44,0.7836632557289002,0.8207417780702765,0.685717360062173
45,0.7832683086914317,0.8328987983140078,0.6848805280302499
46,0.7830653699285233,0.8248496841300618,0.6844044016500794
47,0.7810681533225216,0.7793083759871396,0.6964398070207299
48,0.7830642431498612,0.8073968751864,0.6852918990040574
49,0.7765188091725155,0.7914133478294719,0.6919109868628236
50,0.7719078697210127,0.8012051040476019,0.6935591055000501
51,0.7730608085935452,0.7696344148028981,0.6995848740459528
52,0.7814180254071129,0.8136163760315288,0.6895515271452332
53,0.7714176642531407,0.8510126038031145,0.6814922483209023
54,0.774632478313972,0.7899124622344971,0.6945016668100205
55,0.7599864159163267,0.8196489675478502,0.6936254778415146
56,0.761448096986779,0.784789967265996,0.6857037362064053
57,0.7694756578983866,0.8113307329741392,0.6896169303012959
58,0.759579035990124,0.7758972644805908,0.6879186282268152
59,0.7653909335980741,0.8215305425904014,0.6936126790037899
60,0.7663839208543387,0.8224498331546783,0.6915185226844173
61,0.7592229920132586,0.8192367147315632,0.6919429945886304
62,0.7590145961812688,0.779987408356233,0.6919941315468751
63,0.7603683929311866,0.8126188028942455,0.6828635442019693
64,0.7589401509315424,0.8328133984045549,0.6832815865826798
65,0.7528223285481269,0.8114806007255208,0.6894384341209515
66,0.7552916864352233,0.8103946501558478,0.6929471031285377
67,0.7539258969539482,0.8115448599511926,0.6855985559649342
68,0.7594350058212336,0.8012879599224437,0.6969943129759559
69,0.7501972966512506,0.7932964617555792,0.6975126949016756
70,0.7524452656723765,0.8087413798679005,0.6958913913625037
71,0.7485278275604691,0.7892627065831964,0.6997289415041754
72,0.7514801056533835,0.7986449788917195,0.6984062833189176
73,0.7499256098564546,0.7739931561730125,0.6988462073415574
74,0.7439823881635126,0.8262009891596708,0.6847669475242572
75,0.7496638311876095,0.7928881591016596,0.700468250064274
76,0.7521798100284637,0.8023467334834012,0.6945075957860095
77,0.7421711717011794,0.7629611952738329,0.6993474269196926
78,0.7346444747617525,0.7560006325895136,0.7018759479450555
79,0.7434692076570929,0.779823899269104,0.6978350238169879
80,0.7345952385568827,0.7989779385653409,0.695076703599284
81,0.7346295593265871,0.7878394262357191,0.6951612977089713
82,0.737697589985691,0.7681518413803794,0.700688633147042
83,0.7411910235795296,0.8020403168418191,0.6977200342879308
84,0.73180321010346,0.798509725115516,0.6931216330588745
85,0.7387365792244024,0.7644581469622526,0.7024926414290414
86,0.7333192871167109,0.8036956787109375,0.6926541779685652
87,0.7276487915367105,0.8117729831825603,0.6909998851534248
88,0.7416222609352477,0.8034658296541735,0.6845749167345874
89,0.7261441943434396,0.7931513813408938,0.6954170609460891
90,0.7322864837847185,0.7700350772250782,0.6952916306644272
91,0.7243762462682406,0.797256735238162,0.6964110465979805
92,0.7271709207699503,0.7795946191657673,0.7003386941190621
93,0.7301779255292585,0.7935879013755105,0.6868605096056781
94,0.7230394366690659,0.7903245010159232,0.6995091721046076
95,0.7269866254142822,0.7465943951498378,0.704857704346415
96,0.7237467843666132,0.7639635449106043,0.7007092874692936
97,0.7279176705980509,0.8122095601125197,0.690406287095704
98,0.7210967119442534,0.7705128436738794,0.704643739632996
99,0.7232098989459012,0.8287951648235321,0.6918903201267806
100,0.7211468088263524,0.782592849297957,0.6930817419080452
101,0.7190711574388347,0.7951090660962191,0.6937939392103298
102,0.7206713614339233,0.7855107648806139,0.6979360149230609
103,0.7188594645789469,0.7861241346055811,0.6992938920594642
104,0.714549904724337,0.7712939286773856,0.6934278956761395
105,0.717572491383518,0.7650721885941245,0.6962974233949226
106,0.7119805462474574,0.7848497358235446,0.7006652625989843
107,0.7135032530014331,0.826804594560103,0.6896416616681685
108,0.7148007097368836,0.7570551389997656,0.7030203410345478
109,0.7085570475878668,0.781711911613291,0.6993371786999006
110,0.7164031800926164,0.7950549721717834,0.696042985124295
111,0.7105211036817775,0.7835400348359888,0.6944168330049176
112,0.707379562934355,0.8089650462974202,0.6947871291316543
113,0.7100895282492063,0.768562601371245,0.7015190273109699
114,0.710786962370741,0.7563306526704268,0.6980420655257787
115,0.7093819574451585,0.7552373680201444,0.7007967684728817
116,0.7043636855608493,0.7937841469591315,0.6977575356390524
117,0.7054827242700386,0.804856541481885,0.6978366461583321
118,0.7012774926138547,0.7589870447462256,0.7038862903375016
119,0.6995717578598654,0.7697449922561646,0.7065088527124006
120,0.7058762883759375,0.7601995386860587,0.7051575470983487
121,0.6978105254720015,0.7784712314605713,0.7007399611760204
122,0.6948379301540392,0.7701767818494276,0.6982692190994563
123,0.7013764178112734,0.7750890986485914,0.699147780826289
124,0.6956258349563975,0.7957517585971139,0.6981654015045768
125,0.6923887260766438,0.7389318319884214,0.7080478792986735
126,0.6930504712034206,0.7722774229266427,0.6990551739223603
127,0.6901144399179256,0.7568563873117621,0.7052271902205598
128,0.6960821927718397,0.7895523363893683,0.6944923175266328
129,0.6899212082342416,0.7820479571819305,0.7038622768784739
130,0.6873478151111714,0.7641181241382252,0.6979642147736519
131,0.6888873236272781,0.7901493636044589,0.6990037473336087
132,0.688902107049834,0.7988418557427146,0.7030339027722198
133,0.6875729840275857,0.7727071344852448,0.7060223542005083
134,0.6881700556060226,0.7748845598914407,0.6966525493803918
135,0.6864128374914992,0.7834464094855569,0.6984426494561461
136,0.684725869809249,0.7812851829962297,0.6953512768270479
137,0.6833121718619836,0.7915775098583915,0.6980224096582911
138,0.6864530846411673,0.7724143998189406,0.701135554890987
139,0.6820418468753554,0.8027662038803101,0.6933483143450071
140,0.6844569679095541,0.7876610674641349,0.6982875989402205
141,0.6793440973983621,0.7811444266275926,0.7020150782935047
142,0.6759524000659909,0.7740552262826399,0.7059622337410874
143,0.6792467968384309,0.7649264471097426,0.7018489656844054
144,0.6763040111961143,0.7987201809883118,0.697749355667665
145,0.6751000176579928,0.7723673175681721,0.700632383579136
146,0.6773693255744928,0.7356773939999667,0.713446864671596
147,0.6780587820165909,0.7714911319992759,0.7074840066290408
148,0.6728597500933272,0.7951266901059584,0.6960449289816664
149,0.6733518191795737,0.7482235512950204,0.7102114328986393
150,0.6707556740379472,0.7836770225654949,0.6994488074075391
151,0.6678198958775474,0.7532141560857947,0.7049463583846981
152,0.6656591309172322,0.7652119831605391,0.706266518619766
153,0.6632013410892127,0.7115782499313354,0.7113977789306706
154,0.6702993429970153,0.7419190406799316,0.7054612799830169
155,0.6649555070393317,0.7960111905228008,0.7004513121254187
156,0.6625629666062675,0.7768522961573168,0.6986565021251092
157,0.6613652488143766,0.7403165657411922,0.705682559357065
158,0.662052027891959,0.7523213895884427,0.7061479387833377
159,0.6554833843503878,0.7365639182654294,0.7088196197888552
160,0.6595459693748131,0.7817472436211326,0.7029701541572083
161,0.6601978987671641,0.7585290291092612,0.7021620824065741
162,0.6590665529532079,0.7598430026661266,0.7063156900730474
163,0.6572693498542935,0.7589471285993402,0.702781630291679
164,0.6524098614563271,0.7643282874064012,0.7030896191948852
165,0.6490284372310334,0.7829667085951025,0.7000159968323872
166,0.6523463014940392,0.7695426859638907,0.7022184494438757
167,0.6524222274304128,0.7700129422274503,0.7056447141901969
168,0.6531753097545945,0.7595623487775977,0.7026935948458124
169,0.6503576207230157,0.7490080784667622,0.7081980048035715
170,0.6447444644652535,0.7747139172120527,0.7034527653459214
171,0.6466120077926985,0.7543716051361777,0.7061000738862874
172,0.6446721578890077,0.7536049674857747,0.7082395385823971
173,0.6375996526249608,0.7623499279672449,0.7049966780120479
174,0.6396086236735041,0.7399224611845884,0.7066902780613423
175,0.6449546379257529,0.7588144892996008,0.7068691972349042
176,0.6380430121293781,0.7550004829059948,0.7028711797158846
177,0.6404873342489815,0.7869760096073151,0.6944462067082152
178,0.6380971277832812,0.7529642365195535,0.7101206317541271
179,0.6320668434283557,0.784563419493762,0.7085305659756247
180,0.6379641519835103,0.7577123912897977,0.7128914688047145
181,0.6318839159517053,0.7694824446331371,0.703278430430122
182,0.6336843009784018,0.766101745041934,0.7047104104042837
183,0.6323628654414234,0.7365278059786017,0.7106726023145262
184,0.6287872774853589,0.8027857027270577,0.6944343137562378
185,0.6299092384658116,0.7684874805537137,0.6992303668244642
186,0.632553578763984,0.7421511113643646,0.7079596625026496
187,0.6282905017083892,0.7578282789750532,0.6998257195208126
188,0.6218258550793409,0.7398110113360665,0.7082747662575413
189,0.6246420146332424,0.7736003534360365,0.6950119133914628
190,0.6245386637260675,0.7611508044329557,0.7051421551253503
191,0.6252743706907347,0.741582529111342,0.7116245491128093
192,0.624581526905428,0.7561781216751445,0.7096765663586027
193,0.6244629960620698,0.746268857609142,0.7076985615975887
194,0.6192420851249999,0.7246231978589838,0.711598615708135
195,0.6192250345632196,0.7232980294661089,0.7172873013383232
196,0.619453553364481,0.766307611357082,0.7062609608391504
197,0.6176198952775909,0.7497130524028431,0.7059886280530965
198,0.6173465747618709,0.7079389068213376,0.7167792311464728
199,0.6171157334556774,0.7572079761461779,0.7077180425773133
