Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_CC_DIRECT,GO:0010494~cytoplasmic stress granule,27,0.964285714,0.013129991,"DDX6, PRKAA2, ROCK1, DDX25, FMR1, ZFAND1, CASC3, C9ORF72, GIGYF2, RBM4, ENDOV, ATXN2, PABPC4L, G3BP2, IGF2BP3, IGF2BP2, TIA1, PABPC5, CIRBP, PUM1, RC3H2, HIPK2, PUM2, MOV10, CSDE1, PABPC1, LSM14A",2549,82,12267,1.584595585,0.999998969,1,1
GOTERM_CC_DIRECT,GO:0042995~cell projection,41,1.464285714,0.013351332,"NLGN2, TENM3, TRIO, MEGF10, FMR1, NRXN1, CLSTN1, ITSN1, STON1, RHOBTB3, CACNA1A, SLC2A3, CDC42, ODF2L, SH3PXD2A, MDK, PDPN, THSD7A, RAB11FIP2, SPTAN1, CEP290, SPTBN1, ACTN3, DST, CEP350, ZDHHC17, SYT7, PTK2, RSPH3, KCTD8, ENAH, HCK, FER, FCHSD2, MORN4, PITPNM3, RHOU, KCTD12, UTRN, OGT, KIZ",2549,138,12267,1.42979344,0.999999184,1,1
GOTERM_CC_DIRECT,GO:0036464~cytoplasmic ribonucleoprotein granule,23,0.821428571,0.014112201,"DDX6, SERPINB1, TSTD1, KHNYN, USP3, TUT4, FMR1, GHR, CDC42, NYNRIN, FXR1, ZC3H12C, MOV10, FXR2, BTBD1, AGO3, AGO4, POLI, PMS2, MAPT, PABPC1, LSM14A, DCP2",2549,67,12267,1.652043822,0.999999635,1,1
GOTERM_CC_DIRECT,GO:0030424~axon,75,2.678571429,0.016330599,"ROBO2, ROBO3, APP, GSK3B, NRP1, NRP2, TENM3, PTPRS, GDI1, FMR1, KCNC3, KCNC4, DOCK7, SLC8A2, IGF1R, ROBO1, PCLO, ALCAM, BOC, PALM, KIF13B, NEFL, NEFM, KIF1B, SLC12A6, NEFH, SBF2, SPG11, EPHA4, DST, PLEKHG5, ATP6AP2, LMTK3, COBL, ADAM10, CPT1C, CCSAP, SRCIN1, MAPK8IP3, DNM1, CD2AP, UHMK1, BACE1, PALLD, FEZ1, SCN8A, RUFY3, WDFY3, MAPT, ADNP, PVALB, NECAB2, PRKAA2, MYCBP2, SLC1A1, FXR1, SPAST, FXR2, NTF3, MAP7, GABRA2, NTNG2, FZD3, CADM2, INSR, IRX3, MX1, KLHL24, BTBD8, MYO1D, PINK1, NF1, VIM, ADGRL2, HCN1",2549,283,12267,1.275391028,0.999999965,1,1
GOTERM_CC_DIRECT,GO:0005814~centriole,41,1.464285714,0.019084717,"ROCK1, INTU, CETN3, CCP110, CAPG, CCDC102B, TTBK2, IFT52, ODF2L, PCM1, CEP250, POC1B, CEP170, CEP192, RTTN, CCHCR1, CEP97, PCNT, CEP290, LRRCC1, CNTLN, IQCB1, IFT140, CEP350, CEP295, MAGI2, STARD9, SPICE1, CCSAP, TSGA10, AHI1, CCDC88A, MPHOSPH9, NIN, RILPL1, IFT81, ALMS1, CEP162, CEP83, DZIP1, CEP44",2549,141,12267,1.399372303,0.999999998,1,1
GOTERM_CC_DIRECT,GO:0005581~collagen trimer,18,0.642857143,0.020442759,"COLEC12, COL13A1, COL11A1, PCOLCE, C1QL3, COL1A1, COL1A2, COL4A2, P4HA1, COL5A1, LOX, COL4A1, COL6A2, COL6A1, COL4A6, COL9A1, COL4A5, EMID1",2549,50,12267,1.732491173,1,1,1
GOTERM_CC_DIRECT,GO:0016020~membrane,594,21.21428571,0.032255573,"CYFIP2, TFRC, ENO1, ENO2, CLDN1, NYNRIN, EVA1B, CREB3L1, EVA1C, AKT3, DIP2A, CDK5RAP3, VPS39, DDX17, PRKCG, CHID1, GSTK1, GABARAPL1, C5ORF15, FNDC3A, SCAMP1, HSPG2, FRS3, TMEM80, RC3H2, CLDN3, DAAM1, RUFY3, ORAI3, ATF6, MTMR3, TTYH1, ABCB7, PRKDC, FAXDC2, HPN, GIGYF2, GLG1, PCNX1, LDHA, RNF213, RHOT1, CHST12, RAD21, MYO6, RNF217, SYNDIG1, ST3GAL6, RHBDL3, KIAA0319L, RHBDL1, EDEM3, ABCA2, PRRT3, FZD3, CADM4, JAG1, FZD2, PRRT2, LRBA, FZD6, EDEM2, STARD10, EXOC6B, FZD8, EIF2AK2, LNPEP, SLC16A14, GPR137B, SLC6A8, AGO3, AGO4, FAT1, FNDC10, XKR4, AVL9, PAM, XKR6, XKR5, GPI, MTMR10, PIGN, KCNC3, HEXA, NCAPG2, KCNC4, STON1, SNX10, PIGV, TMEM187, OSBPL10, EEA1, MED14, MED13, TCTN1, RNF150, JAK3, EMD, APPL2, PCMTD1, IKBIP, SERPINB1, KCND2, PGAM1, ELMOD2, SLC2A12, LRRC40, SERPINB9, C1ORF43, TMEM42, DYNLL2, LRRC41, MED28, CIT, BACE1, BACE2, NCOR1, HEATR5B, CDC42EP5, EXOC4, TMEM106B, GAS1, L2HGDH, PIGL, VAMP2, HLA-DQB1, EXOC1, NBAS, SAMD8, SGMS1, AHNAK, ATL3, USO1, GCNT1, ATL2, ADCY6, TM9SF4, TM9SF3, LMAN1, TMEM168, ERMP1, TMEM169, TMEM68, GCNT2, FLNB, GPR155, TP53I11, RNF130, SLC16A1, USP9X, KIDINS220, MGMT, TMEM64, TMCO3, LRPPRC, ARCN1, WDR11, KTN1, FIG4, TMEM158, TMEM54, RNF149, PCYOX1L, PLP2, ADGRL2, ERO1A, SEMA5B, KCNG3, CSF1, FMR1, DGKA, CLSTN1, GOLIM4, IPO7, SLC8A2, IPO5, CDH1, RNF19A, LEPR, SLC26A11, SLC16A8, SLC16A9, SLC16A3, GTF2I, BNIP3L, STX8, MAGI3, STX7, MAGI2, ATP11B, ATP11A, ARMCX4, CACNB3, ACAP2, C1ORF115, MSH3, FKBP8, ADAM9, UTRN, SNRNP200, RAB5B, CD151, CALCRL, ABHD1, GLT8D1, HSP90B1, MTM1, ATXN2, CLTCL1, UBR5, PGK1, DRD4, OSBPL9, MFSD6L, CEP350, OGA, HPS4, EEF2, SCCPDH, NBEA, P4HA1, CNOT1, PTPRA, CPD, SLCO1A2, NF1, MYCBPAP, SERINC1, GPR107, OSBPL1A, BCL2L2, DPP10, CNTNAP1, SFT2D3, CALCOCO2, POMT1, PIK3CD, ELFN1, BICD1, OPA1, ERC1, SERAC1, SLC37A4, CEP290, DSP, ADGRV1, PDCD6IP, PIANP, DST, SMIM19, COBL, ARFGAP3, ATRN, DNAJC4, PIK3C3, GAPDH, SMIM24, SLC24A1, NLGN2, LRP1, PBXIP1, JAKMIP1, TSPAN31, CDC42, TGFBR3L, DCAF17, IFI16, HECTD4, ANKAR, VPS54, ASCC3, HNRNPA1, KCNJ2, LINGO3, NLGN4X, DDHD2, CDC42BPB, SORL1, PFKL, PINK1, RAD50, MARCKS, P2RX4, SYT12, EIF3L, IMPDH2, EIF3H, EIF3F, PFKM, PFKP, EIF3A, IFI27L1, APP, VIPR2, PLEKHB1, ECI2, ICAM4, GCC2, IFI35, ICAM5, CYB5D2, PNN, HERC1, PPP2R1A, NIPAL1, PEG10, HMCN2, ARL6IP5, PIEZO2, CPNE1, BCAP29, LONP2, PTGFRN, SPA17, SLC12A6, ALG9, ENTPD4, FBXO2, ENTPD5, ECH1, HLA-A, ANK1, HLA-E, TIAM2, PPP1R3F, SNORC, XRN1, MXRA7, ANKRA2, PLPP3, PLPP1, TMEM87B, NRN1, TBC1D9B, MYCBP2, PEX11B, PIK3R1, PPL, FXR1, FXR2, SNX2, HLTF, DYM, TRPM4, BBS2, TMEM74B, INSR, INTS2, SUCO, MYO5A, PARP16, CPLANE1, PARP14, BST2, CCDC88A, STAG2, CALY, WNK1, PTK7, GOLGB1, PDE3A, LRRN1, MAGED2, FBXL2, CD24, ITM2B, DCP1B, ROBO2, NRP1, ROBO3, CLIC4, NRP2, TENM3, DOC2A, SLC44A1, SH3KBP1, SLC44A2, SLC35F5, HILPDA, AATK, MIA3, VLDLR, GYS1, PCM1, XPO1, PCLO, KCNT2, NNT, SLC22A18, CNTRL, SPTAN1, MAP4K1, IZUMO2, LYNX1, CAMLG, GAA, ANO6, TYK2, HNRNPH1, PITPNM3, CNKSR3, MAPT, CRELD1, PABPC1, MFGE8, ALDOA, NAPB, STX17, STX16, GDPD1, HSD17B4, GDPD2, TMPRSS2, NOL3, ATP5F1A, PGRMC2, PDPN, CTNNA1, KISS1R, PCNT, EPS15, LNPK, LMLN, DYNC1H1, PLEKHA1, PNPLA8, C1GALT1, HUWE1, SORBS2, AP2B1, PEX13, MYO9A, PCDHB10, VEGFA, ITCH, RIT1, MPHOSPH9, FKBP1B, NBR1, PNPLA4, CTNNB1, ESYT2, B9D1, MEGF8, SCARB2, DENND5B, SPPL2B, ARHGDIG, GXYLT1, TMEM260, SSC4D, CELSR1, TMEM263, CELSR3, IGF1R, LOXL2, TMEM144, TMEM145, CCND2, KIF5B, KIF5A, ENPP4, SBF2, CA14, CAST, SLC30A9, RALBP1, ZGRF1, CD300A, APLP2, ADAM10, TSC1, DNAJB14, ATP1B2, TMEM131, EEF1A1, TMEM134, DPM3, TMEM256, COL4A2, COL4A1, HNRNPUL2, SCN8A, COL4A6, COL4A5, WDFY3, DDX6, COPA, SLC1A1, CACNA1A, CUZD1, RASGRP1, TMEM121, EFNB2, TMEM123, TMEM245, FUT8, ADGRG2, MAN2A1, CASKIN1, PDZD8, ANKZF1, SPECC1, ACBD5, OPN3, NONO, CPSF2, SSC5D, HELZ, CLK3, SYT7, SYT6, DLG1, CCPG1, CHMP2A, DEGS1, COPE, FGFR2, FGFR1, LRP11, YWHAE, DDX3Y, ABCD4, CD164L2, USP32, LMOD1, SLC2A1, CHD4, SLC2A3, LAMC1, HK2, HS2ST1, GHR, TMEM101, UFL1, UPK1A, TMEM107, MYO18A, PDE4A, MADCAM1, GUSB, COLGALT1, TAS2R4, ARHGEF11, ABCC1, HSDL2, ARHGEF12, ABCC6, ATP6AP2, ABHD14A, SYNGR3, DDX50, CKAP5, DNM1, TGFBR1, LMBRD2, COL6A1, PEX5, CAT, CDH11, MYH9, DOCK1, B4GALT4, TMEM45A, COLEC12, KDM3A, CAMK2D, DCTN2, MVP, ACVR1B, ADD3, CLCN3, ATP2C1, LTC4S, AGPAT3, CLN5, STRN3, DLL3, VHL, CLASP1, CLASP2, C2ORF74, TMEM30A, GALNT3, CMTM4, CMTM5, MX1, ATP2B4, NAP1L1, ACVR2B, SLC4A8, INAFM1, SPRY3, KRAS",2549,2686,12267,1.064263007,1,1,1
GOTERM_CC_DIRECT,GO:0035869~ciliary transition zone,12,0.428571429,0.032999947,"DYNC2LI1, PCM1, INTU, TMEM67, TMEM107, CFAP36, CPLANE1, B9D1, TMEM80, CEP290, CCSAP, TTBK2",2549,30,12267,1.924990192,1,1,1
GOTERM_CC_DIRECT,GO:0097731~9+0 non-motile cilium,6,0.214285714,0.038098417,"TTLL6, PHYH, C1ORF115, C4ORF47, IFT80, DYNLL2",2549,10,12267,2.887485288,1,1,1
GOTERM_CC_DIRECT,GO:0070062~extracellular exosome,332,11.85714286,0.038883265,"CYFIP2, ITSN2, NCKAP1, APP, CPNE5, TFRC, ITSN1, DNHD1, ENO1, ENO2, SOGA1, GOLGA4, BAIAP2L1, ALCAM, LGALS1, SNRPD2, PPP2R1A, NAMPT, CPNE1, PTGDS, VPS36, CDK5RAP2, DYNC2H1, CHID1, GSTK1, PRKCH, ACTN3, PRKCB, SERPINF1, ECH1, SYTL1, KRT7, CMBL, HLA-A, MIF, DICER1, HDHD2, HSPG2, CD2AP, HLA-E, TIAM2, SFRP1, BCAM, BTD, PSME1, MXRA8, SERPING1, ALDH7A1, CES2, FREM2, PLPP1, PFN2, CFD, SDC4, CRABP2, HPN, NEDD4L, PPL, GLG1, PRDX2, LDHA, SPAST, MYO6, PLCG2, ST3GAL6, TSPAN3, LTA4H, SPTBN1, YES1, ST13, NEBL, INSR, MYO5A, HSPA12A, BST2, COL1A2, MYO5B, NAPEPLD, FAT1, ANP32B, PAM, ITM2B, DDR1, ROBO2, GPI, BTG2, CLIC4, PTPRS, SLC44A1, SLC44A2, GBE1, TUT4, HEXA, QPRT, PYGL, N4BP2L2, PTPRF, EEA1, NIPBL, UBL3, PCLO, GLIPR2, SH3BGRL3, SPTAN1, APPL2, SERPINB1, TPI1, GSTO2, NCOA3, PGAM1, GAA, PGAM2, SERPINB9, ANO6, TYK2, PTGR1, TAX1BP1, ALDOC, PABPC1, FAM20A, GAS6, CD46, MFGE8, PLCB1, ALDOA, GPRC5C, RHOQ, PCYOX1, PAFAH1B1, CRB2, NAPB, C11ORF54, AHNAK, TMPRSS2, CAPG, FSTL1, GNAI1, CST3, LMAN1, SH3BGRL, ATP5F1A, FLNB, GPC4, GPR155, DYNC1H1, MON2, MBD5, GSN, SLC16A1, GCA, PLEKHA1, GDF15, F12, ATAD2, HUWE1, ITCH, KRT19, AXL, TAOK1, CTNNB1, MEGF8, AGRN, NUCB2, SCARB2, MPI, CTNND1, PLOD2, SAT2, PLOD1, METRNL, PPP1CB, NPEPPS, EFEMP2, SLK, EFEMP1, BASP1, CAPN7, POTEI, CDH1, C1RL, CAPN2, CEP250, CHP1, ENPP4, SLC26A11, TMEM38A, RAB2B, CD300A, APLP2, STX7, IGFBP2, ADAM10, PCOLCE, EEF1A1, TMEM256, COL4A2, SCNN1A, SELENOP, ADAM9, CHMP4B, UTRN, PHPT1, RAB5B, COPA, SLC1A1, RHOBTB3, NDRG2, NID1, NDRG1, HSP90B1, ACAT1, EFNB1, FUT8, DPP7, TKFC, ADGRG2, CLTRN, MAN2A1, PODXL, COBLL1, CLTCL1, PSAP, ESD, PGK1, MYH10, CNTLN, BPTF, EPHX2, GFPT1, IDH2, EEF2, SYT7, MOB1B, BMP3, DLG1, GNAL, PTPRA, CPD, CHMP2A, CRYL1, UBA1, OSBPL1A, YWHAE, NUMA1, SLC2A1, HSPB1, SLC2A3, LAMC1, DNPH1, SYNE2, UPK1A, PTER, MB, SCRN2, PGLS, GUSB, EDIL3, PGM1, DSP, IQCB1, ABCC1, ADGRV1, PDCD6IP, ARHGEF12, APAF1, RFC1, VPS13C, RNASET2, VPS13D, ATP6AP2, VPS37D, ABHD14B, PEX1, OXSR1, DNM1, RBL2, ATRN, PKM, CTDSP1, NPC2, COL6A2, COL6A1, CAT, CDH11, MYH9, DNASE1, GAPDH, FBP1, CHMP5, LAMA5, DCTN2, MVP, SLC5A12, PRCP, MLLT3, UACA, THSD4, CLN5, CDC42, MUC1, UGP2, MTA1, RAB25, GNG7, MVB12A, SH3BP4, CCDC180, EPS8L2, HNRNPA1, BEND7, CRYM, WASF3, SPAG9, SPEN, GALNT3, LAMB2, CDC42BPB, CDC42BPA, SOD3, SORL1, MYO1D, MYO1E, PFKL, MARCKS, P2RX4, GLB1, IMPDH2, EIF3H, VIM, TPT1, PFKP, CUL4B",2549,1466,12267,1.089864843,1,1,1
GOTERM_CC_DIRECT,GO:0016327~apicolateral plasma membrane,9,0.321428571,0.03939148,"CRB2, KRT19, OCLN, CLDN3, CXADR, FZD6, PALM, CTNNB1, MPDZ",2549,20,12267,2.165613966,1,1,1
GOTERM_CC_DIRECT,GO:0031012~extracellular matrix,41,1.464285714,0.044205318,"COLEC12, FBN2, FBN3, COL13A1, COL11A1, PAPLN, LTBP4, HAPLN3, LTBP1, ELFN1, THSD4, GLG1, EFEMP2, ADAMTS13, EFEMP1, LRRTM3, ADAMTS19, LRRTM4, HMCN2, LRIG1, LRIG2, SERAC1, LINGO3, SSC5D, VEGFA, COL1A1, MMP11, COL1A2, COL4A2, COL5A1, MMP16, LOX, COL4A1, COL6A2, MMP23B, COL6A1, COL4A6, COL9A1, COL4A5, LRRN1, EMID1",2549,149,12267,1.324238219,1,1,1
GOTERM_CC_DIRECT,GO:0030426~growth cone,36,1.285714286,0.044801321,"APP, NRP1, COPA, PTPRS, DCTN2, FMR1, DOCK7, CTNND1, NDRG2, ENO2, FXR1, FXR2, BASP1, DPYSL3, NEFL, OTX2, APBB1, LRIG2, CXADR, USP9X, MYO5A, TSC1, DICER1, CSNK1E, MYO9A, MAPK8IP3, PTBP2, TIAM2, PINK1, PALLD, FEZ1, RUFY3, COPG2, ANG, CALM3, MAPT",2549,128,12267,1.353508729,1,1,1
GOTERM_CC_DIRECT,GO:0030175~filopodium,21,0.75,0.050208724,"FARP1, DYNC1H1, RIPOR2, EPHA4, CXADR, MYO10, SRCIN1, MTM1, CDC42, TIAM2, ENAH, FGD4, ABI2, PODXL, RUFY3, MYO6, PDPN, PALM, FAT1, ITGA6, UTRN",2549,67,12267,1.508387837,1,1,1
GOTERM_CC_DIRECT,GO:0044295~axonal growth cone,12,0.428571429,0.052168305,"EPHA4, NIN, LRP1, NRXN1, KIF5B, PTCH1, BOC, COBL, NEO1, MYO9A, C9ORF72, CLASP2",2549,32,12267,1.804678305,1,1,1
GOTERM_CC_DIRECT,GO:0036064~ciliary basal body,39,1.392857143,0.055993649,"FANK1, INTU, TSGA10IP, CETN3, SPATA7, TTBK2, CAMSAP2, DYNC2LI1, IFT52, ODF2L, PCM1, CEP250, POC1B, RTTN, ERC1, CEP290, BBS2, CDKL5, IFT140, CCDC113, RAB3IP, LCA5, IFT80, CCSAP, MLF1, PTK2, WDR11, AHI1, CCDC88A, TTLL6, DAAM1, FAM161A, RILPL1, IFT81, TTLL1, B9D1, BBOF1, DZIP1, SPACA9",2549,143,12267,1.312493313,1,1,1
GOTERM_CC_DIRECT,GO:0005782~peroxisomal matrix,15,0.535714286,0.057282612,"GSTK1, PHYH, EPHX2, ECH1, ECI2, HSD17B4, HMGCL, NUDT7, ACOXL, PEX5, CAT, LONP2, ATM, CRYM, NUDT12",2549,44,12267,1.640616641,1,1,1
GOTERM_CC_DIRECT,GO:0030018~Z disc,29,1.035714286,0.057643837,"FHOD3, SLC2A1, HSPB1, SYNE2, PDLIM3, PDLIM2, CSRP2, FLNB, FLNC, MYOZ1, PPP1R12A, ACTN3, DST, NEBL, S100A1, ATP2B4, SORBS2, ANK3, ANK1, KRT19, OBSCN, PALLD, SCN8A, FKBP1B, HRC, CTNNB1, PPP1R12B, OBSL1, TRIM54",2549,101,12267,1.38179989,1,1,1
GOTERM_CC_DIRECT,GO:0045111~intermediate filament cytoskeleton,16,0.571428571,0.058011244,"EXD2, SYNM, STN1, HSDL1, SYCE1L, DST, KRT7, DDX60, PJA2, CLK3, SYNE2, TTBK2, ING4, NEFM, PKN2, VIM",2549,48,12267,1.604158494,1,1,1
GOTERM_CC_DIRECT,GO:0098978~glutamatergic synapse,91,3.25,0.058086475,"YWHAE, GSK3B, NRP1, CNTNAP1, PRR7, NRP2, TRIO, PTPRS, DOC2A, ITSN1, CTNND1, CLSTN1, UBE3A, ICAM5, CDH8, EEA1, PPP1CC, PCLO, MAP1LC3A, LRRTM3, PPP2R1A, LRRTM4, CDH1, RNF19A, PPFIA4, USP8, EPHA4, GRID2, CDKL5, KCND2, FBXO2, ADAM10, SYN3, CPT1C, C1QL3, DYNLL2, SRCIN1, ADRA2A, GRIP2, DNM1, CACNB4, PLCB4, AKAP9, CDH11, NUMB, PLCB1, SHANK3, PAFAH1B1, PFN2, NAPB, LAMA5, NRXN1, CLCN3, NDRG1, FXR1, EFNB2, FBXL20, CDC42, CACNG7, PURA, NPTX1, GPC4, TENT2, PAK3, EPS15, DRD4, KCNJ2, SPTBN1, WASF3, SNX6, EGLN1, NTNG2, FARP1, PRRT2, YES1, CPSF2, ERBIN, ATP2B4, AP2B1, SYT6, MAPK10, SLC4A8, DLG1, CALY, SYT10, PPP1R1B, NF1, CTNNB1, OGT, ADGRL2, HCN1",2549,372,12267,1.177245346,1,1,1
GOTERM_CC_DIRECT,GO:0042641~actomyosin,6,0.214285714,0.058161413,"PDCD6IP, MYO18A, MYH9, CDC42BPB, CDC42BPA, MYH10",2549,11,12267,2.624986626,1,1,1
GOTERM_CC_DIRECT,GO:0001527~microfibril,6,0.214285714,0.058161413,"FBN2, FBN3, EFEMP2, LTBP4, LTBP1, THSD4",2549,11,12267,2.624986626,1,1,1
GOTERM_CC_DIRECT,GO:0016442~RISC complex,8,0.285714286,0.061176731,"MEG3, DDX6, AGO3, AGO4, DICER1, NEAT1, DCP2, TNRC6A",2549,18,12267,2.138877991,1,1,1
GOTERM_CC_DIRECT,GO:0005587~collagen type IV trimer,4,0.142857143,0.063975324,"COL4A2, COL4A1, COL4A6, COL4A5",2549,5,12267,3.849980384,1,1,1
GOTERM_CC_DIRECT,GO:0014731~spectrin-associated cytoskeleton,4,0.142857143,0.063975324,"EPB41, ANK3, ANK1, SPTBN1",2549,5,12267,3.849980384,1,1,1
GOTERM_CC_DIRECT,GO:1902737~dendritic filopodium,4,0.142857143,0.063975324,"FXR1, FXR2, MAP2, FMR1",2549,5,12267,3.849980384,1,1,1
GOTERM_CC_DIRECT,GO:0097431~mitotic spindle pole,13,0.464285714,0.065940228,"GPSM2, IK, NUMA1, TNKS, SMC1A, NIN, STAG2, FAM161A, KATNBL1, CNTRL, ARHGEF7, YPEL5, CDK5RAP2",2549,37,12267,1.690869763,1,1,1
GOTERM_CC_DIRECT,GO:0005815~microtubule organizing center,38,1.357142857,0.068868946,"KMT2E, BOD1L1, USO1, CETN3, ARL2, FIGN, SNX10, FRY, TRIOBP, CDC42, DYNC2LI1, AKAP11, CNTRL, CEP250, PCNT, EVI5, CLASP1, CDK5RAP2, CLASP2, BBS2, SPECC1, ABCA2, PDCD6IP, YES1, ERCC6L2, RAB3IP, C4ORF47, LATS1, MZT2B, KIFC2, AKAP9, ALMS1, VIM, NEIL1, SMTNL2, YPEL5, AJUBA, PAFAH1B1",2549,141,12267,1.296979208,1,1,1
GOTERM_CC_DIRECT,GO:0031982~vesicle,34,1.214285714,0.069735413,"DYNC1I2, DCTN2, AHNAK, NRXN1, GIGYF2, CST3, MUC1, DPP7, BASP1, KIF5B, MYO6, MVB12A, EPS8L2, APPL2, PRRT2, STX8, STX7, MYO5A, CASK, MIF, BMP7, WDR54, CD2AP, MYO1D, MYO1E, PKM, BMP1, DNAJC6, MYO5B, CHMP4B, CALM3, GPRC5C, GAPDH, VAMP2",2549,124,12267,1.319549729,1,1,1
GOTERM_CC_DIRECT,GO:0090734~site of DNA damage,11,0.392857143,0.075587706,"EXD2, HPF1, CBX5, CUL5, OARD1, CBX1, XPC, POLK, ERCC6, WDR76, DDB2",2549,30,12267,1.764574343,1,1,1
GOTERM_CC_DIRECT,GO:0031514~motile cilium,20,0.714285714,0.076209207,"BBS2, DYNC2H1, CATSPER2, INTU, SPAG4, STARD10, RSPH9, DYNC2LI1, TSGA10, IFT74, IFT52, DAAM1, IFT81, TTLL1, SCNN1A, ZBBX, CFAP36, SPA17, DLD, PAFAH1B1",2549,66,12267,1.458325903,1,1,1
GOTERM_CC_DIRECT,GO:0016605~PML body,26,0.928571429,0.076491995,"ZNF451, MRE11, CALCOCO2, SATB1, AKAP8L, SMC5, CHD3, CIART, TRIM8, RDM1, ZMYM2, BASP1, TP53INP1, ZBED1, TCF7L2, CBX5, ATRX, HIPK1, SIRT1, HIPK3, PIAS2, HIPK2, PIAS1, KAT6A, WDFY3, ATR",2549,91,12267,1.374992994,1,1,1
GOTERM_CC_DIRECT,GO:1904115~axon cytoplasm,19,0.678571429,0.077250232,"DYNC1H1, AGTPBP1, DST, HSBP1, FBXW11, HSPB1, SPG7, MAPK8IP3, BLOC1S6, SPAST, CALY, OPA1, KIF5B, KIF5A, NEFL, KIF1B, MGARP, MAPT, PAFAH1B1",2549,62,12267,1.474790873,1,1,1
GOTERM_CC_DIRECT,GO:0019897~extrinsic component of plasma membrane,8,0.285714286,0.080101119,"EEA1, USP8, NUMA1, FMR1, NUMB, SYTL1, MFGE8, TDGF1",2549,19,12267,2.026305466,1,1,1
GOTERM_CC_DIRECT,GO:0005615~extracellular space,170,6.071428571,0.080393153,"ERO1A, APP, TFRC, CSF1, IFI35, ENO1, METRNL, ENO2, SOGA1, FGF2, LOXL2, EFEMP2, LGALS1, EFEMP1, POTEI, DPYSL3, C1RL, NAMPT, HMCN2, HMGN2, PTGDS, SEMA6B, CHID1, CXADR, IGFBP5, SERPINF1, SEMA6D, IGFBP3, ENTPD5, FST, IGFBP2, PCOLCE, MIF, HSPG2, THNSL2, HLA-E, EEF1A1, SFRP1, TWSG1, OLFM2, FNDC4, BTD, COL4A2, LOX, COL4A1, COL4A6, COL4A5, ADAM9, SERPING1, ADNP, CFD, RTN3, COPA, COL13A1, LTBP4, STC1, PLA2G6, C9ORF72, PRH1, TTBK2, APELA, ADAMTS13, PODXL, STC2, PSAP, PGK1, ARSG, PIBF1, ABCA3, SSC5D, BMP7, COL1A1, BMP3, MOV10, BMP2, BMP1, COL1A2, COL5A1, NDUFAF7, CNOT1, CPD, DMXL2, COL9A1, LRRN1, CDK13, TDGF1, ITM2B, DDR1, GPI, NRP1, MOXD1, FLT1, TUT4, HILPDA, HMGB2, HSPB1, ADM, LAMC1, CTSV, CXCL3, HAPLN3, ELFN1, CXCL5, GHR, LRRTM3, LRRTM4, GLIPR2, MCF2L, TCTN1, GUSB, SERPINB1, PTGIS, TPI1, METRN, RNASET2, SERPINB9, C1QL3, ATRN, NPC2, COL6A2, MMP23B, COL6A1, CAT, TFF3, ANG, ANGPTL4, FAM20A, GAS6, MFGE8, ALDOA, COLEC12, LAMA5, COL11A1, GCNT1, CAPG, FSTL1, PRTG, CST3, TGFBR3L, SH3BGRL, MUC1, FAM184A, OLFML3, NTF3, CREG2, LRIG1, LRIG2, XDH, FKTN, GDF11, LINGO3, GSN, SEMA4D, GDF15, GOLM1, LGI4, F12, CMTM5, ZFC3H1, DKKL1, SULF1, SOD3, SORL1, SULF2, APLN, VEGFA, SMOC2, AXL, TPT1, NUCB2",2549,739,12267,1.107064725,1,1,1
GOTERM_CC_DIRECT,GO:0005788~endoplasmic reticulum lumen,56,2,0.08836303,"ERO1A, APP, CSF1, MIA3, LAMC1, LGALS1, COLGALT1, IGFBP5, IGFBP3, RNASET2, APLP2, P3H2, ADAM10, SUMF2, BACE1, SELENOM, COL4A2, COL4A1, COL6A2, COL6A1, COL4A6, MXRA8, COL4A5, SERPING1, MFGE8, GAS6, CES2, H6PD, COL13A1, COL11A1, FSTL1, LTBP1, HSP90B1, CST3, ADAMTS13, OS9, STC2, ESD, GPC3, ARSG, ARSD, UGGT2, EDEM3, MBTPS1, LAMB2, GOLM1, EDEM2, KTN1, COL1A1, COL1A2, COL5A1, P4HA1, P4HA2, P4HA3, COL9A1, HRC",2549,223,12267,1.208514022,1,1,1
GOTERM_CC_DIRECT,GO:0019898~extrinsic component of membrane,16,0.571428571,0.09178538,"MTMR3, TRIO, ARHGEF25, WDR45B, VPS13C, VPS13D, STK39, VPS13A, JAKMIP1, SYT6, BLOC1S6, BCL2L11, RB1CC1, MCF2L, TPR, WDFY3",2549,51,12267,1.509796229,1,1,1
GOTERM_CC_DIRECT,GO:0043034~costamere,7,0.25,0.094895282,"FXR1, SYNM, KRT19, SDC4, AHNAK, ANK3, FLNC",2549,16,12267,2.105458023,1,1,1
GOTERM_CC_DIRECT,GO:0097708~intracellular vesicle,5,0.178571429,0.096096562,"ABCA1, ITSN2, ITSN1, PLCG2, LRIG2",2549,9,12267,2.673597489,1,1,1
